Target_gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	Representative miRNA	Cumulative weighted context score	Total context score	Aggregate PCT	Previous TargetScan publication(s)
CASK	FBtr0301327	CASK	7725	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.07	-0.21	< 0.1	
sing	FBtr0074318	singles bar	13	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.07	-0.20	< 0.1	
Rab10	FBtr0077337	Rab10	7745	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.07	-0.07	0.20	
Ptp61F	FBtr0072719	Protein tyrosine phosphatase 61F	3783	1	0	1	0	0	0	0	0	dme-miR-999-3p	-0.07	-0.40	0.30	
tim	FBtr0333253	timeless	202	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.07	-0.14	< 0.1	
wdp	FBtr0071850	windpipe	5891	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.07	-0.16	< 0.1	
Ac76E	FBtr0074897	Adenylyl cyclase 76E	1170	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.07	-0.10	< 0.1	
NijB	FBtr0075065	Ninjurin B	26	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.07	-0.38	< 0.1	
tutl	FBtr0333485	turtle	7572	0	0	0	0	2	0	1	1	dme-miR-999-3p	-0.06	-0.08	0.11	
Cyp4s3	FBtr0074028	Cyp4s3	788	1	0	0	1	0	0	0	0	dme-miR-999-3p	-0.06	-0.40	0.59	2011
cdc14	FBtr0301331	cell division cycle 14	1322	0	0	0	0	1	1	0	0	dme-miR-999-3p	-0.06	-0.70	< 0.1	
BicD	FBtr0305688	Bicaudal D	3031	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.06	-0.07	< 0.1	
CG3961	FBtr0075077	-	4236	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.06	-0.10	< 0.1	
SMSr	FBtr0076870	SMSr	1683	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.06	-0.26	< 0.1	
Usf	FBtr0308917	Usf	1078	1	0	0	1	1	0	0	1	dme-miR-999-3p	-0.06	-0.63	0.77	
nom	FBtr0346112	numerous disordered muscles	1100	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.06	-0.10	< 0.1	
CG5776	FBtr0329925	-	620	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.06	-0.12	< 0.1	
Spn27A	FBtr0333351	Serpin 27A	4620	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.06	-0.89	< 0.1	
CG45092	FBtr0344561	-	946	0	0	0	0	2	0	0	2	dme-miR-999-3p	-0.06	-0.06	< 0.1	
CG12531	FBtr0074788	-	457	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.06	-0.06	< 0.1	
CG12236	FBtr0070826	-	567	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.06	-0.27	< 0.1	
SLO2	FBtr0329872	slowpoke 2	548	0	0	0	0	2	0	2	0	dme-miR-999-3p	-0.06	-0.17	0.10	
l(3)L1231	FBtr0344158	lethal (3) L1231	5192	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.06	-0.06	< 0.1	
REPTOR	FBtr0084672	Repressed by TOR	5999	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.05	-0.19	< 0.1	
CG31814	FBtr0080580	-	128	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.05	-0.07	< 0.1	
Ptpmeg2	FBtr0071407	Protein tyrosine phosphatase Meg2	8708	1	0	1	0	0	0	0	0	dme-miR-999-3p	-0.05	-0.20	0.28	
hubl	FBtr0339351	hug-bell	1479	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.05	-0.05	N/A	
Sf3b2	FBtr0335484	Splicing factor 3b subunit 2	1776	0	0	0	0	1	1	0	0	dme-miR-999-3p	-0.05	-0.71	< 0.1	
stnA	FBtr0301618	stoned A	3172	0	0	0	0	3	0	2	1	dme-miR-999-3p	-0.05	-0.05	< 0.1	
tgo	FBtr0082005	tango	1206	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.05	-0.07	< 0.1	
CG31928	FBtr0334817	-	836	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.05	-0.24	< 0.1	
CG1441	FBtr0088448	-	470	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.05	-0.58	< 0.1	
rg	FBtr0344647	rugose	4148	1	1	0	0	1	0	1	0	dme-miR-999-3p	-0.05	-0.05	0.41	
alpha-Est9	FBtr0302355	alpha-Esterase-9	1301	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.05	-0.05	0.13	
CG6123	FBtr0307553	-	84	1	0	1	0	0	0	0	0	dme-miR-999-3p	-0.05	-0.06	0.48	2011
Sfp33A4	FBtr0301936	Seminal fluid protein 33A4	835	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.04	-0.96	< 0.1	
nrv3	FBtr0081520	nervana 3	23615	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.04	-0.35	< 0.1	
CG13102	FBtr0309842	-	349	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.04	-0.45	< 0.1	
CG15465	FBtr0344669	-	4522	1	1	0	0	1	0	1	0	dme-miR-999-3p	-0.04	-0.05	< 0.1	
CG17652	FBtr0333543	-	781	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.04	-0.63	< 0.1	
Rbp9	FBtr0100468	RNA-binding protein 9	6228	1	0	0	1	0	0	0	0	dme-miR-999-3p	-0.04	-0.71	0.67	2008, 2011
CG9132	FBtr0074353	-	4410	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.04	-0.22	< 0.1	
CG30497	FBtr0331966	-	30168	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.04	-0.08	< 0.1	
zyd	FBtr0340198	zydeco	2683	0	0	0	0	1	1	0	0	dme-miR-999-3p	-0.04	-0.97	< 0.1	
Nlg3	FBtr0333927	Neuroligin 3	471	0	0	0	0	2	0	2	0	dme-miR-999-3p	-0.04	-0.04	< 0.1	
rno	FBtr0072532	rhinoceros	1765	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.04	-0.05	0.11	
brat	FBtr0081160	brain tumor	7746	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.04	-0.26	< 0.1	
enc	FBtr0073153	encore	6282	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.04	-0.05	< 0.1	
Afti	FBtr0310001	Aftiphilin	1200	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.04	-0.07	< 0.1	
tipE	FBtr0073220	temperature-induced paralytic E	1648	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.04	-0.30	< 0.1	
fend	FBtr0333304	forked end	1855	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.04	-0.47	0.13	
Antp	FBtr0081647	Antennapedia	359	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.04	-0.19	< 0.1	
Reph	FBtr0077497	Regulator of eph expression	3602	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.04	-0.07	< 0.1	
Ipk1	FBtr0113368	Ipk1	279	0	0	0	0	1	1	0	0	dme-miR-999-3p	-0.04	-0.78	< 0.1	
CG13743	FBtr0339287	-	374	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.04	-0.04	< 0.1	
bab1	FBtr0072642	bric a brac 1	168	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.03	-0.04	< 0.1	
unc-104	FBtr0087079	uncoordinated-104	907	0	0	0	0	2	0	2	0	dme-miR-999-3p	-0.03	-0.04	< 0.1	
CG5877	FBtr0074001	-	505	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.03	-0.06	< 0.1	
CG4820	FBtr0113221	-	1157	0	0	0	0	1	1	0	0	dme-miR-999-3p	-0.03	-1.11	N/A	
Elk	FBtr0340287	Eag-like K[+] channel	160	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.03	-0.03	< 0.1	
CG15127	FBtr0086482	-	259	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.03	-0.59	< 0.1	
CG5189	FBtr0299805	-	3138	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.03	-0.45	< 0.1	
CG10019	FBtr0273188	-	143	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.03	-0.03	< 0.1	
CG6414	FBtr0445312	-	53	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.03	-0.36	< 0.1	
FASN1	FBtr0077659	Fatty acid synthase 1	55564	0	0	0	0	1	1	0	0	dme-miR-999-3p	-0.03	-0.03	< 0.1	
Tnpo	FBtr0077000	Transportin	5078	0	0	0	0	1	1	0	0	dme-miR-999-3p	-0.03	-0.03	< 0.1	
KrT95D	FBtr0084507	Krueppel target at 95D	4532	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.03	-0.10	< 0.1	
Usp2	FBtr0339506	Ubiquitin specific protease 2	8464	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.03	-0.10	< 0.1	
stnB	FBtr0302020	stoned B	3167	0	0	0	0	2	0	1	1	dme-miR-999-3p	-0.03	-0.03	< 0.1	
Asator	FBtr0300344	Asator	3082	0	0	0	0	2	0	1	1	dme-miR-999-3p	-0.03	-0.03	< 0.1	
CG32206	FBtr0089796	-	658	0	0	0	0	1	1	0	0	dme-miR-999-3p	-0.03	-0.03	< 0.1	
CG5746	FBtr0334603	-	7934	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.03	-0.68	< 0.1	
mura	FBtr0082116	murashka	4295	1	0	1	0	0	0	0	0	dme-miR-999-3p	-0.03	-0.36	0.36	
Sgt	FBtr0080982	small glutamine-rich tetratricopeptide containing protein	8333	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.03	-0.46	< 0.1	
Pur-alpha	FBtr0089993	Purine-rich binding protein-alpha	3069	0	0	0	0	2	0	2	0	dme-miR-999-3p	-0.03	-0.04	< 0.1	
CG2616	FBtr0339179	-	307	0	0	0	0	1	1	0	0	dme-miR-999-3p	-0.03	-0.83	< 0.1	
pum	FBtr0333667	pumilio	8162	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.03	-0.06	< 0.1	
CG1888	FBtr0310032	-	888	1	0	0	1	0	0	0	0	dme-miR-999-3p	-0.03	-0.34	0.73	
CG10947	FBtr0081369	-	1250	1	0	1	0	0	0	0	0	dme-miR-999-3p	-0.03	-0.24	0.41	
Mps1	FBtr0083478	Monopolar spindle 1	1374	0	0	0	0	1	1	0	0	dme-miR-999-3p	-0.03	-1.07	< 0.1	
aos	FBtr0075408	argos	1669	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.03	-0.05	< 0.1	
CG43064	FBtr0345119	-	267	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.03	-0.29	< 0.1	
Trax	FBtr0347564	Translin associated factor X	862	0	0	0	0	1	1	0	0	dme-miR-999-3p	-0.03	-1.48	< 0.1	
frma	FBtr0346264	fra mauro	1050	1	1	0	0	0	0	0	0	dme-miR-999-3p	-0.02	-1.35	0.71	
stx	FBtr0333017	stuxnet	3682	1	0	1	0	0	0	0	0	dme-miR-999-3p	-0.02	-0.07	0.27	
CG5346	FBtr0084289	-	4324	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.02	-0.49	0.16	
msi	FBtr0333664	musashi	5517	0	0	0	0	3	0	3	0	dme-miR-999-3p	-0.02	-0.06	0.17	
Hydr2	FBtr0308315	alpha/beta hydrolase2	955	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.02	-0.36	< 0.1	
PEK	FBtr0078770	pancreatic eIF-2alpha kinase	3248	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.02	-0.14	< 0.1	
Nop60B	FBtr0300861	Nucleolar protein at 60B	21735	0	0	0	0	1	1	0	0	dme-miR-999-3p	-0.02	-0.24	< 0.1	
Adar	FBtr0100557	Adenosine deaminase acting on RNA	1377	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.02	-0.04	< 0.1	
CG5104	FBtr0078209	-	2848	0	0	0	0	1	1	0	0	dme-miR-999-3p	-0.02	-1.43	< 0.1	
Top1	FBtr0100294	Topoisomerase 1	5699	0	0	0	0	1	1	0	0	dme-miR-999-3p	-0.02	-0.03	< 0.1	
CoRest	FBtr0302862	CoRest	1692	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.02	-0.03	< 0.1	
CG5327	FBtr0086707	-	1074	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.02	-0.15	N/A	
Cam	FBtr0304963	Calmodulin	158948	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.02	-0.34	< 0.1	
dah	FBtr0074007	discontinuous actin hexagon	2584	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.02	-0.38	< 0.1	
Obp57a	FBtr0086294	Odorant-binding protein 57a	1937	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.02	-0.38	< 0.1	
GlyT	FBtr0301162	Glycine transporter	195	1	0	1	0	0	0	0	0	dme-miR-999-3p	-0.02	-0.02	0.39	2011
Rbp6	FBtr0310006	RNA-binding protein 6	8056	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.02	-0.02	< 0.1	
klar	FBtr0110818	klarsicht	3259	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.02	-0.02	< 0.1	
CG32270	FBtr0100421	-	6	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.02	-0.02	< 0.1	
CG14042	FBtr0110984	-	1387	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.02	-0.02	< 0.1	
Inx2	FBtr0332314	Innexin 2	10473	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.02	-0.02	< 0.1	
Prestin	FBtr0075153	Prestin	978	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.02	-0.02	< 0.1	
SRPK	FBtr0087384	SR Protein Kinase	3413	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.02	-0.02	< 0.1	
CG11768	FBtr0308890	-	245	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.02	-0.02	< 0.1	
CG45084	FBtr0344488	-	22341	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.02	-0.02	N/A	
CG43897	FBtr0332832	-	27145	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.02	-0.02	N/A	
Dab	FBtr0075318	Disabled	2054	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.02	-0.02	0.11	
Ac13E	FBtr0100142	Adenylyl cyclase 35C	2198	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.02	-0.02	< 0.1	
rst	FBtr0343758	roughest	627	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.02	-0.02	< 0.1	
CG4896	FBtr0335395	-	1692	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.02	-0.02	N/A	
CG8065	FBtr0345693	-	878	1	0	0	1	0	0	0	0	dme-miR-999-3p	-0.02	-0.65	0.72	
DIP-alpha	FBtr0333795	Dpr-interacting protein alpha	252	1	0	1	0	0	0	0	0	dme-miR-999-3p	-0.02	-0.02	0.42	
B52	FBtr0082804	B52	13903	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.02	-0.02	< 0.1	
bol	FBtr0331858	boule	7238	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.02	-0.02	< 0.1	
Nf1	FBtr0100113	Neurofibromin 1	1487	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.02	-0.02	0.15	
Mical	FBtr0347211	Molecule interacting with CasL	839	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.02	-0.02	N/A	
MRP	FBtr0090013	Multidrug-Resistance like Protein 1	9157	2	0	1	1	2	0	1	1	dme-miR-999-3p	-0.02	-3.71	0.72	
Gug	FBtr0076616	Grunge	3198	1	1	0	0	0	0	0	0	dme-miR-999-3p	-0.02	-0.03	0.46	
ttv	FBtr0333164	tout-velu	1037	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.02	-0.02	0.14	
CG14932	FBtr0300384	-	401	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.02	-0.88	< 0.1	
CG42346	FBtr0333178	-	665	1	0	1	0	0	0	0	0	dme-miR-999-3p	-0.02	-0.02	0.48	
CG42663	FBtr0302644	-	1284	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.02	-0.02	< 0.1	
HDAC4	FBtr0333331	Histone deacetylase 4	4759	1	0	0	1	0	0	0	0	dme-miR-999-3p	-0.02	-0.22	0.26	
LRR	FBtr0088939	Leucine-rich repeat	3125	1	1	0	0	0	0	0	0	dme-miR-999-3p	-0.02	-0.88	0.73	
CG3262	FBtr0334168	-	2570	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.02	-0.21	< 0.1	
Thd1	FBtr0345197	Thd1	5252	0	0	0	0	2	0	1	1	dme-miR-999-3p	-0.02	-0.27	0.14	
Syn	FBtr0100472	Synapsin	3271	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.02	-0.02	< 0.1	
ND-20	FBtr0340417	NADH dehydrogenase (ubiquinone) 20 kDa subunit	22019	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.02	-0.41	< 0.1	
CrebA	FBtr0075558	Cyclic-AMP response element binding protein A	5077	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.02	-0.02	< 0.1	
r-cup	FBtr0077269	ryder cup	694	0	0	0	0	1	1	0	0	dme-miR-999-3p	-0.02	-0.83	< 0.1	
CG30463	FBtr0087112	-	1467	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.02	-0.02	< 0.1	
CG3638	FBtr0336978	-	5870	2	1	0	1	0	0	0	0	dme-miR-999-3p	-0.02	-0.89	0.82	
Hers	FBtr0100839	Histone gene-specific Epigenetic Repressor in late S phase	766	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.02	-0.02	< 0.1	
slo	FBtr0301582	slowpoke	3069	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.02	-0.02	< 0.1	
CG33521	FBtr0091473	-	2377	0	0	0	0	1	1	0	0	dme-miR-999-3p	-0.02	-0.73	< 0.1	
fz2	FBtr0332735	frizzled 2	2655	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.02	-0.29	< 0.1	
CG8034	FBtr0074684	-	4897	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.02	-0.27	< 0.1	
Mulk	FBtr0079986	Multi-substrate lipid kinase	943	1	0	1	0	0	0	0	0	dme-miR-999-3p	-0.02	-0.29	N/A	
Nmda1	FBtr0089874	N-methyl-D-aspartate receptor-associated protein	12607	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.02	-0.27	< 0.1	
mim	FBtr0332942	missing-in-metastasis	2394	0	0	0	0	2	1	0	1	dme-miR-999-3p	-0.02	-0.78	< 0.1	
CycG	FBtr0333328	Cyclin G	35147	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.02	-0.15	< 0.1	
CG42322	FBtr0305057	-	1124	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.02	-0.02	0.15	
fne	FBtr0113493	found in neurons	7004	1	0	1	0	1	0	1	0	dme-miR-999-3p	-0.02	-0.04	0.35	
tna	FBtr0301658	tonalli	5061	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.01	-0.24	0.22	
Pa1	FBtr0073456	PTIP associated 1	800	1	0	0	1	0	0	0	0	dme-miR-999-3p	-0.01	-0.52	0.55	
CG12998	FBtr0346183	-	2675	0	0	0	0	1	1	0	0	dme-miR-999-3p	-0.01	-1.57	< 0.1	
CG34449	FBtr0308591	-	3095	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.01	-0.02	< 0.1	
CG17841	FBtr0071444	-	15387	1	0	1	0	0	0	0	0	dme-miR-999-3p	-0.01	-0.09	0.37	
Gfat1	FBtr0113687	Glutamine:fructose-6-phosphate aminotransferase 1	2030	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.01	-0.31	< 0.1	
CG5611	FBtr0344340	-	1132	0	0	0	0	1	1	0	0	dme-miR-999-3p	-0.01	-0.92	< 0.1	
CG9986	FBtr0085304	-	1667	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.01	-0.39	0.12	
CG17786	FBtr0084572	-	98	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.01	-0.02	0.10	
RanBPM	FBtr0088263	Ran-binding protein M	2893	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.01	-0.02	< 0.1	
east	FBtr0307290	enhanced adult sensory threshold	3402	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.01	-0.04	< 0.1	
Atf6	FBtr0086079	Atf6	4797	0	0	0	0	1	1	0	0	dme-miR-999-3p	-0.01	-0.60	< 0.1	
Slob	FBtr0330704	Slowpoke binding protein	4018	0	0	0	0	2	0	1	1	dme-miR-999-3p	-0.01	-0.21	< 0.1	
Camta	FBtr0339382	Calmodulin-binding transcription activator	608	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.01	-0.18	< 0.1	
dysc	FBtr0330414	dyschronic	2188	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.01	-0.02	< 0.1	
Cul3	FBtr0302156	Cullin 3	5455	1	0	0	1	0	0	0	0	dme-miR-999-3p	-0.01	-0.33	0.39	
Eb1	FBtr0332939	Eb1	9463	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.01	-0.28	< 0.1	
CG11537	FBtr0073116	-	4650	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.01	-0.02	< 0.1	
RhoGAP100F	FBtr0304594	Rho GTPase activating protein at 100F	232	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.01	-0.02	< 0.1	
Tsp33B	FBtr0080265	Tetraspanin 33B	407	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.01	-1.05	< 0.1	
Pka-C1	FBtr0079851	"Protein kinase, cAMP-dependent, catalytic subunit 1"	13928	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.01	-0.02	0.18	
fmt	FBtr0331790	fiery mountain	5266	2	0	1	1	0	0	0	0	dme-miR-999-3p	-0.01	-0.60	0.63	
CG12129	FBtr0088395	-	766	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.01	-0.47	< 0.1	
by	FBtr0301093	blistery	698	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.01	-0.01	0.25	
acj6	FBtr0305191	abnormal chemosensory jump 6	373	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.01	-0.01	< 0.1	
RhoGAP18B	FBtr0299624	Rho GTPase activating protein at 18B	4713	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.01	-0.01	< 0.1	
CG31550	FBtr0392903	-	2462	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.01	-0.01	N/A	
CG10425	FBtr0084867	-	4848	1	0	1	0	0	0	0	0	dme-miR-999-3p	-0.01	-0.70	0.31	
CG10469	FBtr0077064	-	462	1	1	0	0	0	0	0	0	dme-miR-999-3p	-0.01	-0.63	< 0.1	
cnn	FBtr0087704	centrosomin	1554	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.01	-0.02	< 0.1	
CG3822	FBtr0083987	-	152	1	0	1	0	0	0	0	0	dme-miR-999-3p	-0.01	-0.30	0.35	
CG11155	FBtr0333701	-	1277	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.01	-0.21	< 0.1	
MTA1-like	FBtr0290206	Metastasis associated 1-like	4415	0	0	0	0	1	1	0	0	dme-miR-999-3p	-0.01	-1.40	< 0.1	
Set2	FBtr0073779	SET domain containing 2	1203	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.01	-0.20	< 0.1	
CG11138	FBtr0331718	-	3943	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.01	-0.02	< 0.1	
EndoGI	FBtr0331443	Endonuclease G inhibitor	8587	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.01	-0.53	< 0.1	
Mob2	FBtr0089332	Mob2	3643	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.01	-0.03	< 0.1	
Ent2	FBtr0343158	Equilibrative nucleoside transporter 2	8402	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.01	-0.27	< 0.1	
Imp	FBtr0073414	IGF-II mRNA-binding protein	12893	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.01	-1.15	0.13	
Sin3A	FBtr0087889	Sin3A	3445	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.01	-0.01	N/A	
mei-218	FBtr0299823	meiotic 218	1304	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.01	-0.08	< 0.1	
CG3756	FBtr0078994	-	843	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.01	-0.20	< 0.1	
kis	FBtr0078144	kismet	5158	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.01	-0.01	< 0.1	
CG14110	FBtr0075844	-	136	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.01	-0.31	< 0.1	
DCP2	FBtr0304975	Decapping protein 2	4315	1	0	1	0	0	0	0	0	dme-miR-999-3p	-0.01	-0.23	0.31	
mamo	FBtr0346003	maternal gene required for meiosis	8470	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.01	-0.03	< 0.1	
CG9173	FBtr0072720	-	1926	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.01	-0.09	< 0.1	
Plc21C	FBtr0078049	Phospholipase C at 21C	1893	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.01	-0.02	< 0.1	
CG17683	FBtr0111300	-	2864	0	0	0	0	3	1	2	0	dme-miR-999-3p	-0.01	-0.97	< 0.1	
Rab2	FBtr0086124	Rab2	8274	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.01	-0.24	< 0.1	
Prosbeta5R2	FBtr0340183	Proteasome beta5 subunit-related 2	575	0	0	0	0	1	1	0	0	dme-miR-999-3p	-0.01	-0.80	< 0.1	
CG30460	FBtr0087010	-	1391	0	0	0	0	1	1	0	0	dme-miR-999-3p	-0.01	-0.75	< 0.1	
Nhe2	FBtr0306016	Na[+]/H[+] hydrogen exchanger 2	735	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.01	-0.02	< 0.1	
mRpL21	FBtr0346548	mitochondrial ribosomal protein L21	2556	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.01	-0.18	< 0.1	
mle	FBtr0100576	maleless	391	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.01	-0.30	< 0.1	
Gmap	FBtr0343525	Golgi microtubule-associated protein	1592	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.01	-0.14	< 0.1	
CG42541	FBtr0332388	-	948	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.01	-0.02	< 0.1	
CG7970	FBtr0346821	-	5910	1	0	0	1	0	0	0	0	dme-miR-999-3p	-0.01	-0.55	0.64	
Rim	FBtr0336717	Rab3 interacting molecule	770	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.01	-0.02	< 0.1	
CG10466	FBtr0081291	-	1352	0	0	0	0	1	1	0	0	dme-miR-999-3p	0	-0.76	< 0.1	
pen-2	FBtr0340331	presenilin enhancer	3471	0	0	0	0	1	0	0	1	dme-miR-999-3p	0	-0.11	< 0.1	
Mgstl	FBtr0077242	Microsomal glutathione S-transferase-like	1976	0	0	0	0	1	0	1	0	dme-miR-999-3p	0	-0.61	< 0.1	
